2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x1172836b0> to grid at position [12, 34]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x115ddb980> to grid at position [45, 67]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x1171b4b90> to grid at position [89, 24]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x115ffecc0> to grid at position [56, 78]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x117280f50> to grid at position [90, 12]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x1172832f0> to grid at position [34, 57]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x117283380> to grid at position [78, 91]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x117283410> to grid at position [67, 90]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.PickupStation object at 0x117283650> to grid at position [5, 18]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.PickupStation object at 0x117282ab0> to grid at position [23, 45]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.PickupStation object at 0x1172835c0> to grid at position [67, 89]
2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.PickupStation object at 0x1172834d0> to grid at position [34, 56]
2024-01-10 10:27:26,291 INFO Added <src.simulation.base.grid.PickupStation object at 0x117283890> to grid at position [78, 90]
2024-01-10 10:27:26,291 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x1172838f0> to grid at position [15, 27]
2024-01-10 10:27:26,291 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x117283920> to grid at position [39, 52]
2024-01-10 10:27:26,291 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x117283950> to grid at position [58, 71]
2024-01-10 10:27:26,291 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x1172838c0> to grid at position [73, 86]
2024-01-10 10:27:26,291 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x1172839e0> to grid at position [95, 10]
